text,intent,slot
"so, make it louder thanks.",volume_up,
open Word right now,open_app,Word
would you get rid of the file notes.json please,delete_file,notes.json
bro turn off sound now.,mute,
can you lower the volume real quick??,volume_down,
can you pull up final_report for me.,search_file,final_report
google weather bengaluru now for the DBMS lab!,search_web,weather bengaluru
"ok, what did I copy earlier for me",clipboard_history,
"ok, brightness up lol",brightness_up,
"um, search for cheap flights to goa for the DBMS lab...",search_web,cheap flights to goa
"so, clear trash",empty_recycle_bin,
open skype please lol.,open_app,Skype
could you habit tracker uses too much ram please!,general_chat,
kindly move config.pdf to Desktop thanks it's lagging,move_file,config.pdf
kindly trash the Downloads folder lol,delete_folder,Downloads
would you hmmmm please,unknown,
bro screenshot this please so I can browse,take_screenshot,
quickly empty trash thanks.,empty_recycle_bin,
"uh, launch Origin and launch Illustrator thanks.",multi_intent,Origin;Illustrator
"um, hey, pull up vs code if possible",open_app,VS Code
"so, take me to settings if possible",open_settings,
yo look up WEaTHer bENgALURu asap.,search_web,weather bengaluru
"okay, lock it right now",lock_pc,
can you look up best laptops 2026 when you can,search_web,best laptops 2026
"uh, get rid of the Assignments folder lol",delete_folder,Assignments
hey get rid of the Assignments folder when you can,delete_folder,Assignments
"um, screenshot this thanks",take_screenshot,
PLEASE PULL UP LICENSE.XLSX TY!,search_file,LICENSE.xlsx
quickly move utils.pdf to another folder please...,move_file,utils.pdf
yo shut down the pc lol!,shutdown_pc,
"um, open my EcoWave project asap",open_project,EcoWave
pls sleep mode for me,sleep_pc,
can you trash config.py lol.,delete_file,config.py
please open clipboard manager asap,clipboard_history,
open Telegram after run flask run thanks,multi_intent,Telegram;flask run
yo look up how to center a div ty.,search_web,how to center a div
please previous song right now it's lagging!!,previous_song,
"actually, log out of this account when you can",logout,
bro search for python vs javascript asap!,search_web,python vs javascript
please search for best laptops 2026 ty for today's work!!,search_web,best laptops 2026
"so, run photoshop when you can",open_app,Photoshop
quickly go back a track when you can.,previous_song,
PLZ I'D LIKE TO OPEN GOOGLE SHEETS ASAP,open_app,Google Sheets
"uh, remove resume_latest.css for me",delete_file,resume_latest.css
"um, lower the brightness!",brightness_down,
"um, get rid of the Downloads folder please",delete_folder,Downloads
can you move notes_final.css ty,move_file,notes_final.css
"okay, open the site gmail.com for me",open_url,gmail.com
yo pull up notes_final.html!!,search_file,notes_final.html
please make it louder right now!,volume_up,
"actually, rename the Python folder now",rename_folder,Python
would you log me out ty,logout,
"actually, copy lab_manual thanks",copy_file,lab_manual
"ok, sign out now.",logout,
hey launch project Weather App please,open_project,Weather App
hey remove folder DBMS if possible!,delete_folder,DBMS
"okay, silence it right now.",mute,
take me to google.com for me,open_url,google.com
please quit origin real quick.,close_app,Origin
"so, power off when you can",shutdown_pc,
bro take me to settings please,open_settings,
"ok, boot Telegram thanks.",open_app,Telegram
kindly fire up IntelliJ asap.,open_app,IntelliJ
"ok, what did I copy earlier real quick.",clipboard_history,
kindly make a copy of syllabus.css asap,copy_file,syllabus.css
"ACTUALlY, opEN GOOglE.COM",open_url,google.com
quickly delete folder Videos real quick,delete_folder,Videos
"please find dbms_notes.pdf, open it for me",multi_intent,dbms_notes.pdf
"so, trash Dockerfile.css",delete_file,Dockerfile.css
please get rid of the Notes folder asap??,delete_folder,Notes
quickly turn sound back on when you can,unmute,
can you end Visual Studio for me,close_app,Visual Studio
quickly log out of this account when you can because i need gmail,logout,
"actually, go to chatgpt.com lol.",open_url,chatgpt.com
would you I need a new folder called Semester4 for me,create_folder,Semester4
yo power off for me,shutdown_pc,
"okay, execute npm run dev right now because i need gmail",run_command,npm run dev
quickly lower the brightness please,brightness_down,
"so, copy script",copy_file,script
"so, close Windows Media Player and then open Skype...",multi_intent,Windows Media Player;Skype
"uh, make a copy of invoice_2026 please.",copy_file,invoice_2026
"okay, I need to change a setting lol",open_settings,
skip this song lol it's lagging,next_song,
can you close google docs lol,close_app,Google Docs
"ok, delete lab_manual.docx ty!",delete_file,lab_manual.docx
can you pull up quiz app project ty,open_project,Quiz App
would you empty the recycle bin!,empty_recycle_bin,
bRO sTOP PYChArM for mE,close_app,PyCharm
kindly move shopping_list.json to another folder,move_file,shopping_list.json
bro copy requirements.html for me!,copy_file,requirements.html
"actuaLLy, takE ME TO sTaCkOVERfLOw.Com asap BecaUsE i NeEd gMail",open_url,stackoverflow.com
"okay, increase brightness.",brightness_up,
plz make a copy of Dockerfile.css.,copy_file,Dockerfile.css
YO EMPTY THE RECYCLE BIN ASAP!,empty_recycle_bin,
could you make a copy of notes.js lol,copy_file,notes.js
quickly unmute it please,unmute,
plz close Discord and then open VLC ty,multi_intent,Discord;VLC
quickly what do you think of Canva,general_chat,
"uh, banana potato now...",unknown,
bro remove folder Music right now,delete_folder,Music
"ok, move draft.pdf to Desktop ty??",move_file,draft.pdf
please make a copy of dbms_notes.css please,copy_file,dbms_notes.css
"ok, delete style.pdf for me",delete_file,style.pdf
would you take me to settings if possible,open_settings,
could you i really like using powershell now.,general_chat,
KINDLY GET RID OF THE NOTES FOLDER,delete_folder,Notes
"actually, delete cover_letter.pdf when you can!",delete_file,cover_letter.pdf
open Notes App lol.,open_project,Notes App
could you Skype uses too much RAM if possible.,general_chat,
"ok, capture the screen for me",take_screenshot,
"um, what did I copy earlier lol",clipboard_history,
can you rename the file ppt_final when you can,rename_file,ppt_final
ShUT dOwn vS coDe thaNKs,close_app,VS Code
can you create a folder named Work ty.,create_folder,Work
"ok, unmute it asap for the DBMS lab",unmute,
open Epic Games please please,open_app,Epic Games
bro have you used cmd before real quick,general_chat,
BRO GET RID OF THE FILE OS_LAB.MD REAL QUICK.,delete_file,os_lab.md
make the screen brighter for me.,brightness_up,
WoULd YOu tuRN the vOlUme DoWN,volume_down,
pls get rid of the Archive folder lol,delete_folder,Archive
"um, rename the Internship folder if possible??",rename_folder,Internship
can you delete todo.txt asap.,delete_file,todo.txt
open chrome beta please thanks.,open_app,Chrome Beta
bro delete folder IEEE real quick!,delete_folder,IEEE
plz ML Project uses too much RAM asap,general_chat,
"uh, launch WhatsApp followed by launch File Explorer!",multi_intent,WhatsApp;File Explorer
can you create a folder named Archive asap??,create_folder,Archive
can you unpause it for me,resume_music,
"UH, opEn APpLE MuSIc tHanKS",open_app,Apple Music
get rid of the file invoice.html!!,delete_file,invoice.html
"actually, open the site gmail.com now",open_url,gmail.com
yo take me to gmail.com please,open_url,gmail.com
quickly duplicate main.md now.,copy_file,main.md
could you please open PowerPoint lol.,open_app,PowerPoint
"okay, I need a new folder called DBMS lol for today's work.",create_folder,DBMS
"KINDLY OPEN TELEGRAM, OPEN SPOTIFY LOL??",multi_intent,Telegram;Spotify
hey increase brightness for me for the DBMS lab,brightness_up,
bro make it quieter for the dbms lab,volume_down,
please quit origin real quick for today's work!!,close_app,Origin
please rename folder Pictures if possible,rename_folder,Pictures
would you unmute it,unmute,
"um, take me to youtube.com",open_url,youtube.com
could you kill File Explorer real quick,close_app,File Explorer
bro empty the recycle bin ty.,empty_recycle_bin,
"so, pause it ty!",pause_music,
quickly search the web for best laptops 2026 ty.,search_web,best laptops 2026
can you find invoice.json for me when you can,search_file,invoice.json
lock now please,lock_pc,
hey brightness up??,brightness_up,
"OK, GOOGLE BEST LAPTOPS 2026 PLEASE FOR THE DBMS LAB.",search_web,best laptops 2026
yo search for utils.js thanks,search_file,utils.js
"um, make folder Projects thanks.",create_folder,Projects
bro rename the Projects folder??,rename_folder,Projects
can you move invoice_2026.js to another folder??,move_file,invoice_2026.js
plz delete cover_letter.txt for the DBMS lab.,delete_file,cover_letter.txt
plz I used to use File Explorer a lot if possible!,general_chat,
"actually, open Origin lol because I need Gmail",open_app,Origin
can you open the python project project now,open_project,Python Project
hey launch project MoodQuest for me,open_project,MoodQuest
could you play the next track please!,next_song,
bro I'm learning IEEE Paper right now for me.,general_chat,
"um, set up a folder for backup lol",create_folder,Backup
can YOu nEXt sOnG lOL,next_song,
"um, search the web for best laptops 2026 lol",search_web,best laptops 2026
"so, open the site youtube.com right now",open_url,youtube.com
quickly increase brightness!,brightness_up,
plz quit OneNote lol,close_app,OneNote
could you I need Chrome Beta shut down now when you can for the DBMS lab!,close_app,Chrome Beta
"aCTUaLLy, abcDEfg noW",unknown,
"um, open my Portfolio v2 project please.",open_project,Portfolio v2
"so, ...... lol",unknown,
yo look up next.js tutorial ty...,search_web,next.js tutorial
plz make a copy of assignment1.html,copy_file,assignment1.html
could you move index.html to another folder,move_file,index.html
can you unmute asap!,unmute,
can you rename script.html thanks,rename_file,script.html
plz open file index.txt asap,search_file,index.txt
quickly google python vs javascript when you can before the meeting,search_web,python vs javascript
would you capture the screen real quick so I can browse!,take_screenshot,
"um, delete folder Family right now so I can browse",delete_folder,Family
hey rename the file app.pptx right now,rename_file,app.pptx
kindly restart I forgot where it is,restart_pc,
could you next song please.,next_song,
can you move Dockerfile.pdf if possible...,move_file,Dockerfile.pdf
"kindly find resume_latest, open it for me",multi_intent,resume_latest
could you turn the volume up real quick,volume_up,
can you close VLC now!!,close_app,VLC
hey i'm learning chat app right now real quick,general_chat,
pls set up a folder for Games now!!,create_folder,Games
quickly I used to use Portfolio v2 a lot now,general_chat,
bro rename the archive folder asap!!,rename_folder,Archive
please clear trash now,empty_recycle_bin,
"ok, banana potato asap",unknown,
quickly make the screen brighter when you can??,brightness_up,
goOGle PYThOn Vs jAvAsCRiPT.,search_web,python vs javascript
bro unpause it thanks,resume_music,
"ok, run command code .",run_command,code .
"so, rename the Screenshots folder ty.",rename_folder,Screenshots
"actually, duplicate test_cases.xlsx lol before the meeting",copy_file,test_cases.xlsx
"so, google weather bengaluru if possible",search_web,weather bengaluru
